,Hours_Studied,Attendance,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Exam_Score
93,0.6,0.97,1,1,0.4,0.75,0,0,1.0,2,0,0.0,69
94,0.6,0.89,1,1,0.4,0.73,3,2,1.0,2,0,1.0,100
95,0.36666666666666664,0.91,1,0,0.6,0.94,3,1,1.0,1,0,1.0,68
96,0.7333333333333333,0.64,1,0,0.7,0.98,1,1,1.0,0,0,0.0,62
97,0.7333333333333333,0.81,1,1,0.7,0.77,2,1,1.0,2,0,2.0,68
98,0.6666666666666666,0.69,2,1,0.6,0.73,2,0,1.0,2,0,0.0,66
99,0.6333333333333333,0.67,1,0,0.5,0.92,0,1,1.0,2,0,1.0,64
100,0.4,0.92,1,0,0.4,0.92,2,1,2.0,1,1,0.0,67
101,0.5666666666666667,0.65,2,1,0.8,0.66,1,2,2.0,1,1,2.0,65
102,0.6,0.79,1,1,0.7,0.79,0,0,2.0,1,0,1.0,65
103,0.5,0.98,1,0,0.6,0.58,0,0,2.0,2,0,1.0,69
104,0.6333333333333333,0.67,1,0,0.5,0.82,1,0,0.0,0,0,0.0,63
105,0.7333333333333333,0.99,0,1,0.6,0.92,3,1,1.0,0,0,2.0,72
106,1.0333333333333334,1.0,1,0,0.7,0.59,2,2,2.0,2,0,2.0,76
107,0.7,0.82,2,1,0.7,0.66,3,0,1.0,2,1,1.0,69
108,0.7333333333333333,0.67,1,1,0.7,0.72,3,0,2.0,2,0,2.0,67
109,0.6666666666666666,0.73,1,1,0.9,0.92,2,1,2.0,2,0,1.0,69
110,0.26666666666666666,0.77,1,1,0.6,0.87,0,0,1.0,1,0,0.0,63
111,0.6666666666666666,0.72,1,0,0.9,0.66,3,0,2.0,2,0,2.0,67
112,0.6666666666666666,0.71,2,1,0.7,0.62,2,1,1.0,0,0,1.0,66
113,1.1666666666666667,0.99,2,1,0.7,0.85,2,1,2.0,1,0,2.0,79
114,0.6333333333333333,0.66,1,0,0.8,0.74,1,2,1.0,1,0,0.0,64
115,0.7333333333333333,0.89,2,1,0.6,0.8,1,2,2.0,2,0,0.0,73
116,0.6666666666666666,0.6,2,0,0.7,0.82,2,0,2.0,2,1,0.0,63
117,0.43333333333333335,0.84,1,0,0.5,0.78,1,0,2.0,2,0,0.0,65
118,0.9,0.97,2,1,0.8,0.81,0,2,1.0,2,0,0.0,73
119,0.8333333333333334,0.72,2,1,0.8,0.94,2,0,1.0,2,0,1.0,70
120,0.8333333333333334,0.67,1,0,0.9,0.93,2,0,2.0,2,1,0.0,68
121,0.5,0.86,1,1,0.7,0.57,1,1,1.0,0,0,1.0,65
122,0.9333333333333333,0.89,2,1,0.9,0.79,0,0,1.0,2,0,1.0,71
123,0.4,0.88,1,0,0.6,0.72,2,1,1.0,2,0,1.0,64
124,0.8,0.73,2,1,0.8,0.64,4,2,1.0,1,1,1.0,68
125,1.1,0.7,1,1,0.6,0.82,1,0,2.0,1,0,1.0,69
126,0.4666666666666667,0.98,1,0,0.7,0.76,0,1,2.0,2,0,1.0,69
127,0.5666666666666667,0.97,1,0,0.8,0.89,1,0,,1,0,0.0,69
128,0.7,0.78,1,1,1.0,0.55,1,2,0.0,2,0,1.0,67
129,0.5666666666666667,0.94,1,1,0.8,0.65,4,1,1.0,1,0,0.0,68
130,0.36666666666666664,0.78,2,1,0.8,0.51,2,0,1.0,1,0,2.0,64
131,0.6666666666666666,0.77,1,0,0.6,0.87,0,0,2.0,2,0,0.0,66
132,0.4666666666666667,0.66,0,0,0.7,0.96,3,0,2.0,0,0,0.0,63
133,0.7666666666666667,0.77,1,1,0.7,0.79,0,0,2.0,1,0,0.0,66
134,0.4666666666666667,0.81,1,0,0.9,0.81,1,0,2.0,0,0,2.0,66
135,0.9666666666666667,0.61,2,1,0.7,0.52,3,0,1.0,2,0,1.0,67
136,0.5,0.78,2,0,0.9,0.75,1,0,1.0,0,0,0.0,65
137,0.6,0.91,1,1,0.5,0.76,1,1,1.0,1,0,0.0,68
138,0.8333333333333334,0.87,0,0,0.9,0.52,1,0,2.0,2,0,0.0,68
139,0.43333333333333335,0.85,1,0,0.6,0.89,0,2,1.0,1,1,0.0,65
140,0.7,0.96,1,0,0.8,0.64,2,1,2.0,1,0,1.0,71
141,0.9333333333333333,0.61,2,0,0.6,0.86,1,0,1.0,0,1,2.0,65
142,0.3333333333333333,0.82,0,0,0.8,0.7,3,0,2.0,2,1,2.0,64
143,0.7,0.91,1,0,0.6,1.0,0,2,1.0,1,0,2.0,72
144,0.7333333333333333,0.82,1,0,0.9,0.61,2,0,1.0,0,1,0.0,65
145,0.8333333333333334,0.73,2,0,0.8,0.53,0,0,2.0,0,0,2.0,66
146,0.43333333333333335,0.65,2,0,0.6,0.99,0,0,1.0,0,0,0.0,61
147,0.4,0.96,2,1,0.8,0.62,2,1,2.0,0,0,1.0,68
148,0.7666666666666667,0.79,2,1,0.8,0.82,3,1,1.0,0,1,2.0,69
149,0.7333333333333333,0.95,2,1,0.6,0.69,1,0,1.0,2,0,1.0,72
150,0.7333333333333333,0.83,2,1,0.5,0.82,2,0,2.0,2,0,2.0,71
151,0.7333333333333333,0.87,2,0,0.5,0.8,2,0,2.0,0,0,0.0,70
152,0.5333333333333333,0.92,2,1,0.5,0.85,1,0,1.0,1,0,0.0,68
153,0.7,0.86,1,1,0.5,0.51,2,0,2.0,2,0,0.0,67
154,0.7333333333333333,0.76,1,1,0.8,0.92,1,0,2.0,1,0,0.0,68
155,0.5333333333333333,0.81,1,1,0.8,0.74,3,1,1.0,2,0,2.0,68
156,1.0333333333333334,0.92,1,1,0.4,0.76,2,1,2.0,2,1,0.0,72
157,0.7666666666666667,0.75,2,0,0.6,0.71,0,1,1.0,1,0,1.0,65
158,0.43333333333333335,0.76,2,0,0.5,0.99,2,1,1.0,2,0,0.0,66
159,0.8,0.64,1,1,0.8,0.9,0,0,2.0,0,0,0.0,65
160,0.4666666666666667,0.97,1,1,0.6,0.66,2,1,1.0,0,1,1.0,67
161,0.8333333333333334,0.64,2,0,0.5,0.89,2,1,1.0,1,0,1.0,66
162,0.9,0.86,1,0,0.7,0.72,1,1,2.0,2,0,0.0,69
163,0.5,0.77,1,1,0.8,0.94,0,2,2.0,2,0,1.0,66
164,0.8666666666666667,0.76,2,1,0.6,0.52,4,2,0.0,1,0,0.0,69
165,0.7333333333333333,0.87,0,1,0.7,0.68,0,0,1.0,1,0,0.0,67
166,0.8333333333333334,0.63,1,1,0.6,0.71,1,1,0.0,2,0,0.0,66
167,1.0333333333333334,0.84,1,1,0.9,0.87,2,0,1.0,1,0,1.0,71
168,0.6333333333333333,0.91,0,0,0.6,0.59,5,1,2.0,1,0,1.0,70
169,0.5,0.93,1,0,0.6,0.64,2,1,2.0,2,0,2.0,71
170,0.5,0.67,1,1,0.7,0.86,1,2,1.0,2,0,2.0,66
171,0.5,0.96,1,0,0.7,0.54,3,1,2.0,0,0,0.0,67
172,0.6666666666666666,0.86,0,0,0.8,0.6,1,1,1.0,1,1,1.0,66
173,0.7333333333333333,0.95,2,0,0.9,0.88,0,0,2.0,2,0,2.0,72
174,0.7333333333333333,0.79,1,0,0.9,0.94,1,1,1.0,2,0,0.0,68
175,0.8333333333333334,0.82,1,0,0.6,0.86,3,0,2.0,2,0,0.0,69
176,0.6666666666666666,0.97,1,1,0.7,0.76,2,0,0.0,2,0,2.0,71
177,0.9666666666666667,0.96,1,1,0.9,0.55,0,1,1.0,1,0,2.0,70
178,0.6,0.78,1,0,0.9,0.91,2,2,0.0,1,0,1.0,67
179,1.2,0.71,1,1,0.6,0.56,2,2,1.0,2,0,0.0,69
180,0.8,0.76,2,0,0.8,0.69,2,1,1.0,1,0,0.0,65
181,0.5,0.76,2,0,0.8,0.53,1,0,1.0,1,0,1.0,65
182,0.4666666666666667,0.71,1,1,0.8,0.85,2,1,2.0,1,0,0.0,64
183,0.7666666666666667,0.71,0,1,0.9,0.75,1,0,1.0,0,0,1.0,63
184,0.6333333333333333,0.94,1,1,0.5,0.95,3,0,0.0,2,0,0.0,69
185,0.8,0.63,0,1,0.6,0.57,1,0,2.0,1,0,1.0,64
186,0.7666666666666667,0.87,2,1,0.8,0.91,0,2,1.0,2,0,0.0,72
187,0.6666666666666666,0.67,1,1,0.7,0.76,0,1,1.0,1,0,0.0,63
188,0.5,0.74,2,1,0.4,0.68,3,0,1.0,2,0,0.0,64
189,0.36666666666666664,0.62,2,1,0.5,0.82,3,2,1.0,1,0,1.0,64
190,0.5666666666666667,0.71,1,1,0.8,0.9,5,1,1.0,2,0,2.0,67
191,0.8333333333333334,0.91,1,0,0.8,0.72,2,1,2.0,2,0,2.0,71
192,0.7,0.95,1,0,0.5,0.62,1,1,0.0,2,0,0.0,70
193,0.43333333333333335,0.69,0,1,0.9,0.96,0,2,1.0,1,0,0.0,61
194,0.7,0.79,2,1,0.7,0.66,2,0,1.0,0,0,1.0,67
195,0.7333333333333333,0.79,1,0,0.5,1.0,4,2,2.0,0,0,1.0,72
196,0.5,0.95,0,1,0.6,0.88,1,0,1.0,0,0,0.0,66
197,0.7,0.91,2,1,0.5,0.84,1,2,0.0,1,0,0.0,70
198,0.6666666666666666,0.81,1,1,0.6,0.51,3,1,1.0,1,1,0.0,67
199,0.43333333333333335,0.87,0,1,0.4,0.72,2,1,2.0,1,0,0.0,67
200,0.7333333333333333,0.94,1,1,0.7,0.75,2,2,1.0,1,0,1.0,71
201,0.7666666666666667,0.6,1,1,0.8,0.69,1,0,1.0,2,0,1.0,66
202,0.8666666666666667,0.76,1,1,0.5,0.57,1,1,1.0,2,0,0.0,68
203,0.8666666666666667,0.96,1,1,0.7,0.68,3,2,1.0,2,0,1.0,74
204,0.4,0.9,0,1,0.6,0.54,1,2,1.0,1,0,0.0,64
205,0.4666666666666667,0.82,1,0,0.8,0.65,1,0,1.0,2,0,1.0,65
206,0.7666666666666667,0.81,1,1,0.4,0.54,1,0,1.0,1,0,1.0,66
207,0.7666666666666667,0.74,2,1,0.8,0.88,0,1,2.0,0,1,0.0,66
208,0.7666666666666667,0.81,0,0,0.4,0.84,2,1,1.0,2,0,0.0,68
209,1.4333333333333333,0.86,1,1,0.7,0.97,2,1,2.0,2,0,0.0,78
210,0.7666666666666667,0.77,2,1,0.6,0.69,1,1,1.0,2,0,0.0,67
211,0.9,0.89,2,1,0.6,0.89,3,1,1.0,2,0,0.0,74
212,0.8666666666666667,0.94,2,0,0.5,0.79,1,0,2.0,2,0,2.0,74
213,0.8,0.66,0,0,0.9,0.82,1,1,1.0,1,1,0.0,62
214,0.6,0.78,1,1,0.5,0.77,2,1,1.0,1,0,0.0,66
215,0.8333333333333334,0.76,1,1,0.5,0.89,3,1,2.0,1,0,0.0,69
216,0.5,0.87,2,1,1.0,0.52,2,0,2.0,2,0,1.0,68
217,0.6333333333333333,0.7,0,0,0.7,0.54,0,1,1.0,2,1,0.0,89
218,0.5666666666666667,0.86,0,0,0.5,0.55,2,2,1.0,1,0,1.0,66
219,0.6666666666666666,0.95,1,1,0.7,0.64,2,1,2.0,1,0,0.0,68
220,1.1333333333333333,0.77,0,1,0.7,0.8,0,1,1.0,2,0,0.0,69
221,0.3,0.96,1,1,0.4,0.82,0,0,1.0,2,0,1.0,67
222,0.8,1.0,2,1,0.6,0.86,2,1,1.0,2,0,0.0,75
223,0.3333333333333333,0.64,2,0,0.7,0.64,0,1,1.0,2,1,0.0,60
224,0.5666666666666667,0.69,1,1,0.9,0.83,2,1,2.0,2,1,1.0,66
225,0.9,0.98,2,1,0.7,0.56,1,2,1.0,2,0,1.0,73
226,0.6666666666666666,0.98,0,0,0.7,0.5,1,1,2.0,1,0,0.0,68
227,0.4666666666666667,0.64,1,1,0.6,0.85,0,1,1.0,1,0,0.0,62
228,0.5333333333333333,0.61,1,0,0.9,0.86,2,0,2.0,2,0,0.0,62
229,0.8,0.66,0,1,0.8,0.81,1,1,1.0,1,0,0.0,65
230,0.5333333333333333,1.0,0,1,0.8,0.63,2,0,1.0,0,0,0.0,69
231,0.7,0.67,1,0,0.7,0.96,3,0,1.0,1,0,0.0,64
232,0.6666666666666666,0.8,2,0,0.5,0.94,0,0,0.0,2,1,2.0,67
233,0.5333333333333333,0.94,2,1,0.9,0.76,0,0,2.0,1,0,0.0,70
234,1.1,0.61,1,0,0.7,0.99,2,1,2.0,1,0,1.0,70
235,0.8,0.84,0,0,0.7,0.65,3,1,2.0,2,0,0.0,69
236,0.26666666666666666,0.71,0,0,0.8,0.75,0,1,2.0,2,0,0.0,61
237,0.7,0.94,1,0,0.7,0.96,0,1,1.0,1,1,2.0,69
238,0.5333333333333333,0.71,1,1,0.5,0.73,1,1,1.0,1,1,0.0,63
239,0.8333333333333334,0.87,0,1,0.7,0.74,0,1,2.0,1,1,0.0,67
240,0.5,0.87,1,0,0.4,0.54,1,1,1.0,1,0,,65
241,0.6333333333333333,0.69,1,1,0.7,0.61,3,2,2.0,1,0,0.0,66
242,0.7666666666666667,0.61,1,0,0.9,0.58,4,1,1.0,1,0,0.0,63
243,0.8333333333333334,0.76,2,1,0.4,0.78,2,1,1.0,0,0,0.0,68
244,0.43333333333333335,0.72,2,0,0.7,0.66,0,0,2.0,1,0,2.0,65
245,0.6,0.92,1,1,0.8,0.54,1,1,1.0,2,0,0.0,67
246,0.5666666666666667,0.92,0,1,0.8,0.75,2,1,2.0,1,0,2.0,68
247,0.5333333333333333,0.78,2,0,0.6,0.83,0,0,0.0,1,1,1.0,64
248,1.0333333333333334,0.84,1,0,0.5,0.87,0,1,1.0,2,0,1.0,71
249,0.7333333333333333,0.84,1,1,0.6,0.92,0,1,1.0,1,0,0.0,69
250,0.4,0.93,1,1,0.9,0.74,1,1,1.0,1,0,2.0,67
251,0.8666666666666667,0.77,1,0,0.4,0.7,2,2,0.0,1,1,1.0,65
252,1.1,0.71,1,0,0.5,0.84,1,1,1.0,2,0,0.0,68
253,0.8666666666666667,0.71,1,1,0.6,0.51,1,2,1.0,2,0,2.0,67
254,0.36666666666666664,0.81,1,1,0.6,0.82,3,1,2.0,1,0,0.0,67
255,0.5666666666666667,0.78,2,1,0.7,0.7,2,0,2.0,2,0,0.0,66
256,0.9333333333333333,0.78,1,0,0.9,0.73,2,1,1.0,1,0,1.0,70
257,0.5333333333333333,0.64,0,1,0.5,0.65,3,1,2.0,2,0,2.0,65
258,0.7666666666666667,0.89,0,1,0.7,0.56,4,1,0.0,2,0,2.0,69
259,0.8333333333333334,0.69,1,1,0.7,0.7,1,2,2.0,2,0,0.0,65
260,0.4666666666666667,0.68,1,0,0.6,0.65,1,2,1.0,1,1,1.0,63
261,0.6666666666666666,0.77,1,0,0.5,0.98,2,0,2.0,1,0,2.0,67
262,0.03333333333333333,0.69,1,1,0.6,0.97,1,0,1.0,2,0,0.0,61
263,0.4666666666666667,0.83,0,1,0.6,0.82,0,1,1.0,2,0,0.0,65
264,0.6,0.75,2,1,0.8,0.95,1,0,0.0,1,0,1.0,66
265,0.43333333333333335,0.78,2,1,0.8,0.88,0,2,0.0,1,0,1.0,66
266,1.0,0.81,0,1,0.5,0.67,1,2,2.0,0,0,0.0,69
267,0.36666666666666664,0.68,1,0,0.6,0.8,2,1,1.0,2,0,1.0,63
268,0.5666666666666667,0.66,2,0,0.6,0.61,1,2,1.0,2,0,2.0,65
269,0.7,0.95,0,0,1.0,0.84,0,2,1.0,1,1,0.0,67
270,0.9666666666666667,0.77,2,1,0.7,0.52,2,2,1.0,0,1,0.0,69
271,0.36666666666666664,0.76,1,1,0.5,0.92,4,1,0.0,0,0,2.0,65
272,0.9,0.61,1,0,0.6,0.79,1,0,1.0,2,0,0.0,65
273,0.6666666666666666,0.8,0,1,0.6,0.53,0,0,1.0,1,0,1.0,65
274,0.4666666666666667,0.82,2,1,0.8,0.94,2,0,2.0,0,0,1.0,67
275,0.7666666666666667,0.82,1,1,0.8,0.94,1,1,1.0,0,1,0.0,66
276,0.7,0.88,2,0,0.7,0.93,4,0,1.0,2,0,0.0,72
277,0.5333333333333333,0.67,2,0,0.7,0.89,3,0,1.0,2,0,1.0,66
278,0.6666666666666666,0.7,1,1,0.7,0.84,2,1,2.0,1,0,1.0,65
279,0.6,0.92,1,1,0.7,0.7,1,0,1.0,1,0,0.0,69
280,0.7,0.98,0,0,0.4,0.57,2,2,0.0,1,0,0.0,68
281,0.8,0.65,0,0,0.7,0.64,1,2,1.0,1,0,2.0,64
282,1.0,0.8,2,0,0.6,0.67,3,1,1.0,0,0,1.0,69
283,0.43333333333333335,0.69,0,1,0.5,0.68,0,2,1.0,2,1,0.0,59
284,1.1,0.62,1,1,1.0,0.78,0,1,1.0,2,0,0.0,68
285,0.26666666666666666,0.73,1,0,0.7,0.6,0,2,1.0,1,0,0.0,60
286,0.6333333333333333,0.66,2,0,0.7,0.59,1,2,1.0,0,0,0.0,62
287,0.8,0.88,1,1,0.6,0.86,0,0,0.0,0,0,1.0,67
288,0.7333333333333333,0.81,2,1,0.8,0.5,4,1,1.0,2,0,0.0,68
289,0.5333333333333333,0.66,2,1,0.5,0.57,3,1,1.0,2,0,0.0,64
290,0.6333333333333333,0.6,2,1,0.7,0.72,3,0,2.0,2,0,0.0,65
291,0.5666666666666667,0.92,0,1,0.6,0.57,2,1,1.0,2,1,0.0,65
292,0.5333333333333333,0.67,1,0,0.8,0.98,0,0,0.0,1,0,0.0,63
293,0.8333333333333334,0.84,0,1,0.6,0.84,2,1,2.0,2,0,0.0,70
294,0.7333333333333333,0.73,1,1,0.9,0.72,3,1,1.0,2,0,0.0,66
295,0.5333333333333333,0.83,2,1,0.7,0.56,4,2,1.0,2,0,0.0,68
296,0.8333333333333334,0.73,0,0,0.8,0.69,3,1,1.0,2,0,0.0,66
297,0.7333333333333333,0.63,0,0,0.8,0.83,3,1,1.0,0,0,1.0,63
298,0.8333333333333334,0.69,1,1,0.9,0.98,1,0,1.0,0,1,1.0,66
299,0.8,0.68,1,1,0.6,0.74,1,1,1.0,1,0,0.0,65
300,0.5,0.77,1,1,0.8,0.85,1,0,1.0,2,0,2.0,66
301,0.5666666666666667,0.86,0,1,0.4,0.6,2,2,0.0,2,1,1.0,67
302,0.8,0.71,1,1,0.7,0.81,0,0,1.0,2,0,0.0,66
303,0.8,0.6,1,0,0.6,0.62,4,0,2.0,0,0,0.0,63
304,0.6666666666666666,0.81,1,1,0.5,0.6,3,1,1.0,2,1,0.0,66
305,0.7,0.84,1,0,0.6,0.75,1,2,1.0,2,0,1.0,67
306,0.9333333333333333,0.99,1,1,0.6,0.61,1,0,1.0,2,0,0.0,71
307,0.5333333333333333,0.84,2,1,0.7,0.86,1,0,1.0,1,0,0.0,67
308,0.7666666666666667,0.79,2,1,0.6,0.97,1,2,0.0,1,0,0.0,69
309,0.6333333333333333,0.83,1,1,0.7,0.7,2,0,1.0,0,1,2.0,67
310,0.6333333333333333,0.97,1,1,0.6,0.66,2,1,1.0,2,0,1.0,72
311,0.9,0.93,0,0,0.6,0.59,2,0,1.0,0,0,0.0,70
312,0.8333333333333334,0.73,2,1,0.7,0.7,0,0,1.0,1,0,2.0,67
313,0.8333333333333334,0.69,2,1,0.7,0.78,0,0,2.0,0,0,0.0,64
314,0.9333333333333333,0.71,1,0,0.8,0.69,1,1,2.0,1,0,1.0,67
315,0.6666666666666666,0.8,2,0,0.8,0.81,3,1,1.0,0,0,2.0,69
